national_number,gen,english_name,japanese_name,primary_type,secondary_type,classification,percent_male,percent_female,height_m,weight_kg,capture_rate,base_egg_steps,hp,attack,defense,sp_attack,sp_defense,speed,abilities_0,abilities_1,abilities_2,abilities_hidden,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,is_sublegendary,is_legendary,is_mythical,evochain_0,evochain_1,evochain_2,evochain_3,evochain_4,evochain_5,evochain_6,gigantamax,mega_evolution,mega_evolution_alt,description,image_path
733,VII,toucannon,Dodekabashi,normal,flying,Cannon Pokémon,50,50,1.1,26.0,45,3840,80,120,75,75,75,60,Keen Eye,Skill Link,,Sheer Force,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0,0,0,Pikipek,Level ,Trumbeak,Level ,Toucannon,,,,,,They smack beaks with others of their kind to communicate. The strength and number of hits tell each other how they feel.,pokemon_images/Toucannon.jpg
734,VII,yungoos,Youngoose,normal,,Loitering Pokémon,50,50,0.4,6.0,255,3840,48,70,30,30,30,45,Stakeout,Strong Jaw,,Adaptability,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,Yungoos,Level in Daytime,Gumshoos,,,,,,,,"Its stomach takes up most of its long torso. It’s a big eater, so the amount Trainers have to spend on its food is no laughing matter.",pokemon_images/Yungoos.jpg
735,VII,gumshoos,Dekagoose,normal,,Stakeout Pokémon,50,50,0.7,14.2,127,3840,88,110,60,55,60,45,Stakeout,Strong Jaw,,Adaptability,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,Yungoos,Level in Daytime,Gumshoos,,,,,,,,"Although it wasn’t originally found in Alola, this Pokémon was brought over a long time ago when there was a huge Rattata outbreak.",pokemon_images/Gumshoos.jpg
736,VII,grubbin,Agojimushi,bug,,Larva Pokémon,50.2,49.8,0.4,4.4,255,3840,47,62,45,55,45,46,Swarm,,,,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0,0,Grubbin,Level ,Charjabug,Use Thunder Stone,Vikavolt,,,,,,"Its natural enemies, like Rookidee, may flee rather than risk getting caught in its large mandibles that can snap thick tree branches.",pokemon_images/Grubbin.jpg
737,VII,charjabug,Dendimushi,bug,electric,Battery Pokémon,50.2,49.8,0.5,10.5,120,3840,57,82,95,55,75,36,Battery,,,,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0,0,0,Grubbin,Level ,Charjabug,Use Thunder Stone,Vikavolt,,,,,,"While its durable shell protects it from attacks, Charjabug strikes at enemies with jolts of electricity discharged from the tips of its jaws.",pokemon_images/Charjabug.jpg
738,VII,vikavolt,Kuwagannon,bug,electric,Stag Beetle Pokémon,50.2,49.8,1.5,45.0,45,3840,77,70,90,145,75,43,Levitate,,,,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0,0,0,Grubbin,Level ,Charjabug,Use Thunder Stone,Vikavolt,,,,,,"It builds up electricity in its abdomen, focuses it through its jaws, and then fires the electricity off in concentrated beams.",pokemon_images/Vikavolt.jpg
739,VII,crabrawler,Makenkani,fighting,,Boxing Pokémon,50,50,0.6,7.0,225,5120,47,82,57,42,47,63,Hyper Cutter,Iron Fist,,Anger Point,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0,0,0,Crabrawler,Level up on top of Mount Lanakina,Crabominable,,,,,,,,Its hard pincers are well suited to both offense and defense. Fights between two Crabrawler are like boxing matches.,pokemon_images/Crabrawler.jpg
740,VII,crabominable,Kekenkani,fighting,ice,Woolly Crab Pokémon,50,50,1.7,180.0,60,5120,97,132,77,62,67,43,Hyper Cutter,Iron Fist,,Anger Point,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,2.0,2.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0,0,0,0,Crabrawler,Level up on top of Mount Lanakina,Crabominable,,,,,,,,It stores coldness in its pincers and pummels its foes. It can even smash thick walls of ice to bits!,pokemon_images/Crabominable.jpg
741,VII,oricorio,Odoridori,fire,flying,Dancing Pokémon,24.6,75.4,0.6,3.4,45,5120,75,70,70,98,70,93,Dancer,,,,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5,0,0,0,Oricorio,,,,,,,,,,It wins the hearts of its enemies with its passionate dancing and then uses the opening it creates to burn them up with blazing flames.,pokemon_images/Oricorio.jpg
742,VII,cutiefly,Abuly,bug,fairy,Bee Fly Pokémon,50.2,49.8,0.1,0.2,190,5120,40,45,40,55,40,84,Honey Gather,Shield Dust,,Sweet Veil,1.0,2.0,1.0,1.0,0.5,1.0,0.25,2.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,0.5,2.0,1.0,0,0,0,Cutiefly,Level ,Ribombee,,,,,,,,"Nectar and pollen are its favorite fare. You can find Cutiefly hovering around Gossifleur, trying to get some of Gossifleur’s pollen.",pokemon_images/Cutiefly.jpg
743,VII,ribombee,Aburibbon,bug,fairy,Bee Fly Pokémon,50.2,49.8,0.2,0.5,75,5120,60,55,60,95,70,124,Honey Gather,Shield Dust,,Sweet Veil,1.0,2.0,1.0,1.0,0.5,1.0,0.25,2.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,0.5,2.0,1.0,0,0,0,Cutiefly,Level ,Ribombee,,,,,,,,It makes pollen puffs from pollen and nectar. The puffs’ effects depend on the type of ingredients and how much of each one is used.,pokemon_images/Ribombee.jpg
744,VII,rockruff,Iwanko,rock,,Puppy Pokémon,50.2,49.8,0.5,9.2,190,3840,45,65,40,30,40,60,Keen Eye,Vital Spirit,,Steadfast,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0,0,0,Rockruff,Level,Lycanroc,,,,,,,,"This Pokémon can bond very strongly with its Trainer, but it also has a habit of biting. Raising a Rockruff for a long time can be challenging.",pokemon_images/Rockruff.jpg
745,VII,lycanroc,Lugarugan,rock,,Wolf Pokémon,50.2,49.8,0.8,25.0,90,3840,75,115,65,55,65,112,Keen Eye,Sand Rush,,Steadfast,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0,0,0,Rockruff,Level,Lycanroc,,,,,,,,This Lycanroc is calm and cautious. The rocks jutting from its mane are razor sharp.,pokemon_images/Lycanroc.jpg
746,VII,wishiwashi,Yowashi,water,,Small Fry Pokémon,50.2,49.8,0.2,0.3,60,3840,45,20,20,25,25,40,Schooling,,,,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,Wishiwashi,,,,,,,,,,"Individually, they’re incredibly weak. It’s by gathering up into schools that they’re able to confront opponents.",pokemon_images/Wishiwashi.jpg
747,VII,mareanie,Hidoide,poison,water,Brutal Star Pokémon,50.2,49.8,0.4,8.0,190,5120,50,53,62,43,52,45,Merciless,Limber,,Regenerator,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0,0,0,Mareanie,Level ,Toxapex,,,,,,,,The first symptom of its sting is numbness. The next is an itching sensation so intense that it’s impossible to resist the urge to claw at your skin.,pokemon_images/Mareanie.jpg
748,VII,toxapex,Dohidoide,poison,water,Brutal Star Pokémon,50.2,49.8,0.7,14.5,75,5120,50,63,152,53,142,35,Merciless,Limber,,Regenerator,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0,0,0,Mareanie,Level ,Toxapex,,,,,,,,"To survive in the cold waters of Galar, this Pokémon forms a dome with its legs, enclosing its body so it can capture its own body heat.",pokemon_images/Toxapex.jpg
749,VII,mudbray,Dorobanko,ground,,Donkey Pokémon,50.2,49.8,1.0,110.0,190,5120,70,100,70,45,55,45,Own Tempo,Stamina,,Inner Focus,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0,0,0,Mudbray,Level ,Mudsdale,,,,,,,,Loads weighing up to 50 times as much as its own body weight pose no issue for this Pokémon. It’s skilled at making use of mud.,pokemon_images/Mudbray.jpg
750,VII,mudsdale,Banbadoro,ground,,Draft Horse Pokémon,50.2,49.8,2.5,920.0,60,5120,100,125,100,55,85,35,Own Tempo,Stamina,,Inner Focus,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0,0,0,Mudbray,Level ,Mudsdale,,,,,,,,Mud that hardens around a Mudsdale’s legs sets harder than stone. It’s so hard that it allows this Pokémon to scrap a truck with a single kick.,pokemon_images/Mudsdale.jpg
751,VII,dewpider,Shizukumo,water,bug,Water Bubble Pokémon,50.2,49.8,0.3,4.0,200,3840,38,40,52,40,72,27,Water Bubble,,,Water Absorb,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0,0,0,Dewpider,Level ,Araquanid,,,,,,,,It forms a water bubble at the rear of its body and then covers its head with it. Meeting another Dewpider means comparing water-bubble sizes.,pokemon_images/Dewpider.jpg
752,VII,araquanid,Onishizukumo,water,bug,Water Bubble Pokémon,50.2,49.8,1.8,82.0,100,3840,68,70,92,50,132,42,Water Bubble,,,Water Absorb,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0,0,0,Dewpider,Level ,Araquanid,,,,,,,,"It launches water bubbles with its legs, drowning prey within the bubbles. This Pokémon can then take its time to savor its meal.",pokemon_images/Araquanid.jpg
753,VII,fomantis,Karikiri,grass,,Sickle Grass Pokémon,50.2,49.8,0.3,1.5,190,5120,40,55,35,50,35,35,Leaf Guard,,,Contrary,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,Fomantis,Level in Daytime,Lurantis,,,,,,,,"When bathed in sunlight, this Pokémon emits a pleasantly sweet scent, which causes bug Pokémon to gather around it.",pokemon_images/Fomantis.jpg
754,VII,lurantis,Lalantes,grass,,Bloom Sickle Pokémon,50.2,49.8,0.9,18.5,75,5120,70,105,90,80,90,45,Leaf Guard,,,Contrary,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,Fomantis,Level in Daytime,Lurantis,,,,,,,,"This Pokémon resembles a beautiful flower. A properly raised Lurantis will have gorgeous, brilliant colors.",pokemon_images/Lurantis.jpg
755,VII,morelull,Nemasyu,grass,fairy,Illuminating Pokémon,50.2,49.8,0.2,1.5,190,5120,40,35,55,65,75,15,Illuminate,Effect Spore,,Rain Dish,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0,0,0,0,Morelull,Level ,Shiinotic,,,,,,,,Pokémon living in the forest eat the delicious caps on Morelull’s head. The caps regrow overnight.,pokemon_images/Morelull.jpg
756,VII,shiinotic,Mashade,grass,fairy,Illuminating Pokémon,50.2,49.8,1.0,11.5,75,5120,60,45,80,90,100,30,Illuminate,Effect Spore,,Rain Dish,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0,0,0,0,Morelull,Level ,Shiinotic,,,,,,,,"Its flickering spores lure in prey and put them to sleep. Once this Pokémon has its prey snoozing, it drains their vitality with its fingertips.",pokemon_images/Shiinotic.jpg
757,VII,salandit,Yatoumori,poison,fire,Toxic Lizard Pokémon,88.14,11.86,0.6,4.8,120,5120,48,44,40,71,40,77,Corrosion,,,Oblivious,1.0,0.5,2.0,1.0,0.25,0.5,0.5,0.5,4.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,0.5,0.25,0,0,0,Salandit,Female at Level ,Salazzle,,,,,,,,Its venom sacs produce a fluid that this Pokémon then heats up with the flame in its tail. This process creates Salandit’s poisonous gas.,pokemon_images/Salandit.jpg
758,VII,salazzle,Ennewt,poison,fire,Toxic Lizard Pokémon,0,100,1.2,22.2,45,5120,68,64,60,111,60,117,Corrosion,,,Oblivious,1.0,0.5,2.0,1.0,0.25,0.5,0.5,0.5,4.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,0.5,0.25,0,0,0,Salandit,Female at Level ,Salazzle,,,,,,,,Only female Salazzle exist. They emit a gas laden with pheromones to captivate male Salandit.,pokemon_images/Salazzle.jpg
759,VII,stufful,Nuikoguma,normal,fighting,Flailing Pokémon,50.2,49.8,0.5,6.8,140,3840,70,75,50,45,50,50,Fluffy,Klutz,,Cute Charm,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0,0,0,0,Stufful,Level ,Bewear,,,,,,,,"Its fluffy fur is a delight to pet, but carelessly reaching out to touch this Pokémon could result in painful retaliation.",pokemon_images/Stufful.jpg
760,VII,bewear,Kiteruguma,normal,fighting,Strong Arm Pokémon,50.2,49.8,2.1,135.0,70,3840,120,125,80,55,60,60,Fluffy,Klutz,,Unnerve,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0,0,0,0,Stufful,Level ,Bewear,,,,,,,,"Once it accepts you as a friend, it tries to show its affection with a hug. Letting it do that is dangerous—it could easily shatter your bones.",pokemon_images/Bewear.jpg
761,VII,bounsweet,Amakaji,grass,,Fruit Pokémon,0,100,0.3,3.2,235,5120,42,30,38,30,38,32,Leaf Guard,Oblivious,,Sweet Veil,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,Bounsweet,Level ,Steenee,Level up while knowing  Stomp,Tsareena,,,,,,"Its body gives off a sweet, fruity scent that is extremely appetizing to bird Pokémon.",pokemon_images/Bounsweet.jpg
762,VII,steenee,Amamaiko,grass,,Fruit Pokémon,0,100,0.7,8.2,120,5120,52,40,48,40,48,62,Leaf Guard,Oblivious,,Sweet Veil,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,Bounsweet,Level ,Steenee,Level up while knowing  Stomp,Tsareena,,,,,,"As it twirls like a dancer, a sweet smell spreads out around it. Anyone who inhales the scent will feel a surge of happiness.",pokemon_images/Steenee.jpg
763,VII,tsareena,Amajo,grass,,Fruit Pokémon,0,100,1.2,21.4,45,5120,72,120,98,50,98,72,Leaf Guard,Queenly Majesty,,Sweet Veil,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,Bounsweet,Level ,Steenee,Level up while knowing  Stomp,Tsareena,,,,,,"This feared Pokémon has long, slender legs and a cruel heart. It shows no mercy as it stomps on its opponents.",pokemon_images/Tsareena.jpg
764,VII,comfey,Cuwawa,fairy,,Posy Picker Pokémon,24.9,75.1,0.1,0.3,60,5120,51,52,90,82,110,100,Flower Veil,Triage,,Natural Cure,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0,0,0,Comfey,,,,,,,,,,"Comfey picks flowers with its vine and decorates itself with them. For some reason, flowers won’t wither once they’re attached to a Comfey.",pokemon_images/Comfey.jpg
765,VII,oranguru,Yareyuutan,normal,psychic,Sage Pokémon,50.2,49.8,1.5,76.0,45,5120,90,60,80,90,110,60,Inner Focus,Telepathy,,Symbiosis,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,2.0,1.0,1.0,0,0,0,Oranguru,,,,,,,,,,With waves of its fan—made from leaves and its own fur—Oranguru skillfully gives instructions to other Pokémon.,pokemon_images/Oranguru.jpg
766,VII,passimian,Nagetukesaru,fighting,,Teamwork Pokémon,50.2,49.8,2.0,82.8,45,5120,100,120,90,40,60,80,Receiver,,,Defiant,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0,0,0,Passimian,,,,,,,,,,"Displaying amazing teamwork, they follow the orders of their boss as they all help out in the search for their favorite berries.",pokemon_images/Passimian.jpg
767,VII,wimpod,Kosokumushi,bug,water,Turn Tail Pokémon,50.2,49.8,0.5,12.0,90,5120,25,35,40,20,30,80,Wimp Out,,,,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0,0,0,Wimpod,Level ,Golisopod,,,,,,,,"It’s nature’s cleaner—it eats anything and everything, including garbage and rotten things. The ground near its nest is always clean.",pokemon_images/Wimpod.jpg
768,VII,golisopod,Gusokumusha,bug,water,Hard Scale Pokémon,50.2,49.8,2.0,108.0,45,5120,75,125,140,60,90,40,Emergency Exit,,,,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0,0,0,Wimpod,Level ,Golisopod,,,,,,,,"It will do anything to win, taking advantage of every opening and finishing opponents off with the small claws on its front legs.",pokemon_images/Golisopod.jpg
769,VII,sandygast,Sunaba,ghost,ground,Sand Heap Pokémon,50.2,49.8,0.5,70.0,140,3840,55,55,80,70,45,15,Water Compaction,,,Sand Veil,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0,0,0,Sandygast,Level ,Palossand,,,,,,,,Grudges of the dead have possessed a mound of sand and become a Pokémon. Sandygast is fond of the shovel on its head.,pokemon_images/Sandygast.jpg
770,VII,palossand,Sirodethna,ghost,ground,Sand Castle Pokémon,50.2,49.8,1.3,250.0,60,3840,85,75,110,100,75,35,Water Compaction,,,Sand Veil,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0,0,0,Sandygast,Level ,Palossand,,,,,,,,"Palossand is known as the Beach Nightmare. It pulls its prey down into the sand by controlling the sand itself, and then it sucks out their souls.",pokemon_images/Palossand.jpg
771,VII,pyukumuku,Namakobushi,water,,Sea Cucumber Pokémon,50.2,49.8,0.3,1.2,60,3840,55,60,130,30,130,5,Innards Out,,,Unaware,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,Pyukumuku,,,,,,,,,,"It lives in warm, shallow waters. If it encounters a foe, it will spit out its internal organs as a means to punch them.",pokemon_images/Pyukumuku.jpg
773,VII,silvally,Silvady,normal,,Synthetic Pokémon,,,2.3,100.5,3,30720,95,95,95,95,95,95,RKS System,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,0,0,Type: Null,Level Up with Happiness Value at 220,Silvally,,,,,,,,A solid bond of trust between this Pokémon and its Trainer awakened the strength hidden within Silvally. It can change its type at will.,pokemon_images/Silvally.jpg
774,VII,minior,Meteno,rock,flying,Meteor Pokémon,,,0.3,40.0,30 (Meteorite)255 (Core),6400,60,60,100,60,100,60,Shields Down,,,,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0,0,0,Minior,,,,,,,,,,"It lives in the ozone layer, where it becomes food for stronger Pokémon. When it tries to run away, it falls to the ground.",pokemon_images/Minior.jpg
775,VII,komala,Nekkoara,normal,,Drowsing Pokémon,50,50,0.4,19.9,45,5120,65,115,65,75,95,65,Comatose,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,Komala,,,,,,,,,,"It stays asleep from the moment it’s born. When it falls into a deep sleep, it stops moving altogether.",pokemon_images/Komala.jpg
776,VII,turtonator,Bakugames,fire,dragon,Blast Turtle Pokémon,50.2,49.8,2.0,212.0,70,5120,60,78,135,91,85,36,Shell Armor,,,,1.0,0.25,1.0,0.5,0.25,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0,0,0,0,Turtonator,,,,,,,,,,Explosive substances coat the shell on its back. Enemies that dare attack it will be blown away by an immense detonation.,pokemon_images/Turtonator.jpg
777,VII,togedemaru,Togedemaru,electric,steel,Roly-Poly Pokémon,50.2,49.8,0.3,3.3,180,2560,65,98,63,40,73,96,Iron Barbs,Lightning Rod,,Sturdy,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5,0,0,0,Togedemaru,,,,,,,,,,"With the long hairs on its back, this Pokémon takes in electricity from other electric Pokémon. It stores what it absorbs in an electric sac.",pokemon_images/Togedemaru.jpg
778,VII,mimikyu,Mimikkyu,ghost,fairy,Disguise Pokémon,50.2,49.8,0.2,0.7,45,5120,55,90,80,50,105,96,Disguise,,,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.25,1.0,2.0,0.0,1.0,2.0,1.0,0,0,0,Mimikyu,,,,,,,,,,"It wears a rag fashioned into a Pikachu costume in an effort to look less scary. Unfortunately, the costume only makes it creepier.",pokemon_images/Mimikyu.jpg
779,VII,bruxish,Hagigishiri,water,psychic,Gnash Teeth Pokémon,50,50,0.9,19.0,80,3840,68,105,70,70,70,92,Dazzling,Strong Jaw,,Wonder Skin,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0,0,0,0,Bruxish,,,,,,,,,,"It burrows beneath the sand, radiating psychic power from the protuberance on its head. It waits for prey as it surveys the area.",pokemon_images/Bruxish.jpg
780,VII,drampa,Jijilong,normal,dragon,Placid Pokémon,50.2,49.8,3.0,185.0,70,5120,78,60,85,135,91,36,Berserk,Sap Sipper,,Cloud Nine,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,0,0,0,Drampa,,,,,,,,,,"The mountains it calls home are nearly two miles in height. On rare occasions, it descends to play with the children living in the towns below.",pokemon_images/Drampa.jpg
781,VII,dhelmise,Dadarin,ghost,grass,Sea Creeper Pokémon,,,3.9,210.0,25,6400,70,131,100,86,90,40,Steelworker,,,,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,Dhelmise,,,,,,,,,,"After a piece of seaweed merged with debris from a sunken ship, it was reborn as this ghost Pokémon.",pokemon_images/Dhelmise.jpg
782,VII,jangmo-o,Jyarako,dragon,,Scaly Pokémon,50.2,49.8,0.6,29.7,45,10240,45,55,65,45,45,45,Bulletproof,Soundproof,,Overcoat,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0,0,0,Jangmo-o,Level ,Hakamo-o,Level ,Kommo-o,,,,,,They learn to fight by smashing their head scales together. The dueling strengthens both their skills and their spirits.,pokemon_images/Jangmo-o.jpg
783,VII,hakamo-o,Jyarango,dragon,fighting,Scaly Pokémon,50.2,49.8,1.2,47.0,45,10240,55,75,90,65,70,65,Bulletproof,Soundproof,,Overcoat,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,2.0,0.5,1.0,4.0,0,0,0,Jangmo-o,Level ,Hakamo-o,Level ,Kommo-o,,,,,,"The scaleless, scarred parts of its body are signs of its strength. It shows them off to defeated opponents.",pokemon_images/Hakamo-o.jpg
784,VII,kommo-o,Jyararanga,dragon,fighting,Scaly Pokémon,50.2,49.8,1.6,78.2,45,10240,75,110,125,100,105,85,Bulletproof,Soundproof,,Overcoat,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,2.0,0.5,1.0,4.0,0,0,0,Jangmo-o,Level ,Hakamo-o,Level ,Kommo-o,,,,,,It clatters its tail scales to unnerve opponents. This Pokémon will battle only those who stand steadfast in the face of this display.,pokemon_images/Kommo-o.jpg
785,VII,tapu koko,Kapu-kokeko,electric,fairy,Land Spirit Pokémon,,,1.8,20.5,3,3840,70,115,85,95,75,130,Electric Surge,,,Telepathy,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,1,0,0,Tapu Koko,,,,,,,,,,"Although it’s called a guardian deity, if a person or Pokémon puts it in a bad mood, it will become a malevolent deity and attack.",pokemon_images/Tapu Koko.jpg
786,VII,tapu lele,Kapu-tetefu,psychic,fairy,Land Spirit Pokémon,,,1.2,18.6,3,3840,70,85,75,130,115,95,Psychic Surge,,,Telepathy,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1,0,0,Tapu Lele,,,,,,,,,,It heals the wounds of people and Pokémon by sprinkling them with its sparkling scales. This guardian deity is worshiped on Akala.,pokemon_images/Tapu Lele.jpg
787,VII,tapu bulu,Kapu-bulul,grass,fairy,Land Spirit Pokémon,,,1.9,45.5,3,3840,70,130,115,85,95,75,Grassy Surge,,,Telepathy,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0,1,0,0,Tapu Bulu,,,,,,,,,,"Although it’s called a guardian deity, it’s violent enough to crush anyone it sees as an enemy.",pokemon_images/Tapu Bulu.jpg
788,VII,tapu fini,Kapu-rehire,water,fairy,Land Spirit Pokémon,,,1.3,21.2,3,3840,70,75,115,95,130,85,Misty Surge,,,Telepathy,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,1,0,0,Tapu Fini,,,,,,,,,,"This guardian deity of Poni Island manipulates water. Because it lives deep within a thick fog, it came to be both feared and revered.",pokemon_images/Tapu Fini.jpg
